iso1,iso2,weight
FRA,MOZ,136.0
FRA,MSR,74.0
FRA,MUS,84.0
FRA,NAM,136.0
FRA,NCL,74.0
FRA,NIC,352.0
FRA,NLD,167.0
FRA,NOR,182.0
FRA,PAN,352.0
FRA,PCN,74.0
FRA,PER,355.0
FRA,PNG,101.0
FRA,POL,152.0
FRA,PRT,167.0
FRA,PSE,117.0
FRA,PYF,74.0
FRA,ROU,151.0
FRA,SGP,354.0
FRA,SLB,101.0
FRA,SLV,352.0
FRA,SMR,30.0
FRA,SPM,74.0
FRA,SRB,197.0
FRA,SUR,283.0
FRA,SVK,152.0
FRA,SVN,152.0
FRA,SWE,160.0
FRA,SWZ,136.0
FRA,SYC,84.0
FRA,SYR,32.0
FRA,TCA,74.0
FRA,TTO,283.0
FRA,TUN,136.0
FRA,TUR,119.0
FRA,UKR,397.0
FRA,VCT,283.0
FRA,VNM,438.0
FRA,WLF,74.0
FRA,WSM,101.0
FRA,ZAF,136.0
FRA,ZWE,84.0
GRC,AIA,74.0
GRC,ALB,170.0
GRC,AND,39.0
GRC,ARM,299.0
GRC,ATG,283.0
GRC,BHS,283.0
GRC,BIH,196.0
GRC,BLZ,283.0
GRC,BMU,74.0
GRC,BRB,283.0
GRC,BWA,136.0
GRC,CAN,432.0
GRC,CHE,69.0
GRC,CHL,262.0
GRC,CIV,86.0
GRC,CMR,118.0
GRC,COL,355.0
GRC,COM,84.0
GRC,CRI,352.0
GRC,CYM,74.0
GRC,DMA,283.0
GRC,DOM,283.0
GRC,DZA,153.0
GRC,ECU,355.0
GRC,EGY,141.0
GRC,FJI,101.0
GRC,FRO,69.0
GRC,GBR,409.0
GRC,GEO,332.0
GRC,GHA,77.0
GRC,GRD,283.0
GRC,GRL,74.0
GRC,GTM,352.0
GRC,GUY,283.0
GRC,HND,352.0
GRC,HRV,150.0
GRC,HTI,283.0
GRC,HUN,152.0
GRC,IRL,167.0
GRC,ISL,182.0
GRC,ISR,135.0
GRC,ITA,167.0
GRC,JAM,283.0
GRC,JOR,169.0
GRC,JPN,422.0
GRC,KNA,283.0
GRC,KOR,344.0
GRC,LBN,106.0
GRC,LCA,283.0
GRC,LIE,182.0
GRC,LSO,136.0
GRC,LTU,152.0
GRC,LUX,167.0
GRC,LVA,152.0
GRC,MAR,131.0
GRC,MDA,358.0
GRC,MDG,84.0
GRC,MEX,104.0
GRC,MKD,157.0
GRC,MLT,152.0
GRC,MNE,182.0
GRC,MOZ,136.0
GRC,MSR,74.0
GRC,MUS,84.0
GRC,NAM,136.0
GRC,NCL,74.0
GRC,NIC,352.0
GRC,NLD,167.0
GRC,NOR,182.0
GRC,PAN,352.0
GRC,PCN,74.0
GRC,PER,355.0
GRC,PNG,101.0
GRC,POL,152.0
GRC,PRT,167.0
GRC,PSE,117.0
GRC,PYF,74.0
GRC,ROU,151.0
GRC,SGP,354.0
GRC,SLB,101.0
GRC,SLV,352.0
GRC,SMR,30.0
GRC,SPM,74.0
GRC,SRB,197.0
GRC,SUR,283.0
GRC,SVK,152.0
GRC,SVN,152.0
GRC,SWE,160.0
GRC,SWZ,136.0
GRC,SYC,84.0
GRC,SYR,32.0
GRC,TCA,74.0
GRC,TTO,283.0
GRC,TUN,136.0
GRC,TUR,119.0
GRC,UKR,397.0
GRC,VCT,283.0
GRC,VNM,438.0
GRC,WLF,74.0
GRC,WSM,101.0
GRC,ZAF,136.0
GRC,ZWE,84.0
HRV,AIA,74.0
HRV,ALB,170.0
HRV,AND,39.0
HRV,ARM,299.0
HRV,ATG,283.0
HRV,BHS,283.0
HRV,BIH,196.0
HRV,BLZ,283.0
HRV,BMU,74.0
HRV,BRB,283.0
HRV,BWA,136.0
HRV,CAN,432.0
HRV,CHE,69.0
HRV,CHL,262.0
HRV,CIV,86.0
HRV,CMR,118.0
HRV,COL,355.0
HRV,COM,84.0
HRV,CRI,352.0
HRV,CYM,74.0
HRV,DMA,283.0
HRV,DOM,283.0
HRV,DZA,153.0
HRV,ECU,355.0
HRV,EGY,141.0
HRV,FJI,101.0
HRV,FRO,69.0
HRV,GBR,409.0
HRV,GEO,332.0
HRV,GHA,77.0
HRV,GRD,283.0
HRV,GRL,74.0
HRV,GTM,352.0
HRV,GUY,283.0
HRV,HND,352.0
HRV,HTI,283.0
HRV,HUN,150.0
HRV,IRL,150.0
HRV,ISL,182.0
HRV,ISR,135.0
HRV,ITA,150.0
HRV,JAM,283.0
HRV,JOR,169.0
HRV,JPN,422.0
HRV,KNA,283.0
HRV,KOR,344.0
HRV,LBN,106.0
HRV,LCA,283.0
HRV,LIE,182.0
HRV,LSO,136.0
HRV,LTU,150.0
HRV,LUX,150.0
HRV,LVA,150.0
HRV,MAR,131.0
HRV,MDA,358.0
HRV,MDG,84.0
HRV,MEX,104.0
HRV,MKD,163.0
HRV,MLT,150.0
HRV,MNE,182.0
HRV,MOZ,136.0
HRV,MSR,74.0
HRV,MUS,84.0
HRV,NAM,136.0
HRV,NCL,74.0
HRV,NIC,352.0
HRV,NLD,150.0
HRV,NOR,182.0
HRV,PAN,352.0
HRV,PCN,74.0
HRV,PER,355.0
HRV,PNG,101.0
HRV,POL,150.0
HRV,PRT,150.0
HRV,PSE,117.0
HRV,PYF,74.0
HRV,ROU,150.0
HRV,SGP,354.0
HRV,SLB,101.0
HRV,SLV,352.0
HRV,SMR,30.0
HRV,SPM,74.0
HRV,SRB,197.0
HRV,SUR,283.0
HRV,SVK,150.0
HRV,SVN,150.0
HRV,SWE,150.0
HRV,SWZ,136.0
HRV,SYC,84.0
HRV,SYR,32.0
HRV,TCA,74.0
HRV,TTO,283.0
HRV,TUN,136.0
HRV,TUR,119.0
HRV,UKR,397.0
HRV,VCT,283.0
HRV,VNM,438.0
HRV,WLF,74.0
HRV,WSM,101.0
HRV,XKX,163.0
HRV,ZAF,136.0
HRV,ZWE,84.0
HUN,AIA,74.0
HUN,ALB,170.0
HUN,AND,39.0
HUN,ARM,299.0
HUN,ATG,283.0
HUN,BHS,283.0
HUN,BIH,196.0
HUN,BLZ,283.0
HUN,BMU,74.0
HUN,BRB,283.0
HUN,BWA,136.0
HUN,CAN,432.0
HUN,CHE,69.0
HUN,CHL,262.0
HUN,CIV,86.0
HUN,CMR,118.0
HUN,COL,355.0
HUN,COM,84.0
HUN,CRI,352.0
HUN,CYM,74.0
HUN,DMA,283.0
HUN,DOM,283.0
HUN,DZA,153.0
HUN,ECU,355.0
HUN,EGY,141.0
HUN,FJI,101.0
HUN,FRO,69.0
HUN,GBR,409.0
HUN,GEO,332.0
HUN,GHA,77.0
HUN,GRD,283.0
HUN,GRL,74.0
HUN,GTM,352.0
HUN,GUY,283.0
HUN,HND,352.0
HUN,HTI,283.0
HUN,IRL,152.0
HUN,ISL,182.0
HUN,ISR,135.0
HUN,ITA,152.0
HUN,JAM,283.0
HUN,JOR,169.0
HUN,JPN,422.0
HUN,KNA,283.0
HUN,KOR,344.0
HUN,LBN,106.0
HUN,LCA,283.0
HUN,LIE,182.0
HUN,LSO,136.0
HUN,LTU,152.0
HUN,LUX,152.0
HUN,LVA,152.0
HUN,MAR,131.0
HUN,MDA,358.0
HUN,MDG,84.0
HUN,MEX,104.0
HUN,MKD,157.0
HUN,MLT,152.0
HUN,MNE,182.0
HUN,MOZ,136.0
HUN,MSR,74.0
HUN,MUS,84.0
HUN,NAM,136.0
HUN,NCL,74.0
HUN,NIC,352.0
HUN,NLD,152.0
HUN,NOR,182.0
HUN,PAN,352.0
HUN,PCN,74.0
HUN,PER,355.0
HUN,PNG,101.0
HUN,POL,152.0
HUN,PRT,152.0
HUN,PSE,117.0
HUN,PYF,74.0
HUN,ROU,151.0
HUN,SGP,354.0
HUN,SLB,101.0
HUN,SLV,352.0
HUN,SMR,30.0
HUN,SPM,74.0
HUN,SRB,197.0
HUN,SUR,283.0
HUN,SVK,152.0
HUN,SVN,152.0
HUN,SWE,152.0
HUN,SWZ,136.0
HUN,SYC,84.0
HUN,SYR,32.0
HUN,TCA,74.0
HUN,TTO,283.0
HUN,TUN,136.0
HUN,TUR,119.0
HUN,UKR,397.0
HUN,VCT,283.0
HUN,VNM,438.0
HUN,WLF,74.0
HUN,WSM,101.0
HUN,ZAF,136.0
HUN,ZWE,84.0
IRL,AIA,74.0
IRL,ALB,170.0
IRL,AND,39.0
IRL,ARM,299.0
IRL,ATG,283.0
IRL,BHS,283.0
IRL,BIH,196.0
IRL,BLZ,283.0
IRL,BMU,74.0
IRL,BRB,283.0
IRL,BWA,136.0
IRL,CAN,432.0
IRL,CHE,69.0
IRL,CHL,262.0
IRL,CIV,86.0
IRL,CMR,118.0
IRL,COL,355.0
IRL,COM,84.0
IRL,CRI,352.0
IRL,CYM,74.0
IRL,DMA,283.0
IRL,DOM,283.0
IRL,DZA,153.0
IRL,ECU,355.0
IRL,EGY,141.0
IRL,FJI,101.0
IRL,FRO,69.0
IRL,GBR,409.0
IRL,GEO,332.0
IRL,GHA,77.0
IRL,GRD,283.0
IRL,GRL,74.0
IRL,GTM,352.0
IRL,GUY,283.0
IRL,HND,352.0
IRL,HTI,283.0
IRL,ISL,182.0
IRL,ISR,135.0
IRL,ITA,167.0
IRL,JAM,283.0
IRL,JOR,169.0
IRL,JPN,422.0
IRL,KNA,283.0
IRL,KOR,344.0
IRL,LBN,106.0
IRL,LCA,283.0
IRL,LIE,182.0
IRL,LSO,136.0
IRL,LTU,152.0
IRL,LUX,167.0
IRL,LVA,152.0
IRL,MAR,131.0
IRL,MDA,358.0
IRL,MDG,84.0
IRL,MEX,104.0
IRL,MKD,157.0
IRL,MLT,152.0
IRL,MNE,182.0
IRL,MOZ,136.0
IRL,MSR,74.0
IRL,MUS,84.0
IRL,NAM,136.0
IRL,NCL,74.0
IRL,NIC,352.0
IRL,NLD,167.0
IRL,NOR,182.0
IRL,PAN,352.0
IRL,PCN,74.0
IRL,PER,355.0
IRL,PNG,101.0
IRL,POL,152.0
IRL,PRT,167.0
IRL,PSE,117.0
IRL,PYF,74.0
IRL,ROU,151.0
IRL,SGP,354.0
IRL,SLB,101.0
IRL,SLV,352.0
IRL,SMR,30.0
IRL,SPM,74.0
IRL,SRB,197.0
IRL,SUR,283.0
IRL,SVK,152.0
IRL,SVN,152.0
IRL,SWE,160.0
IRL,SWZ,136.0
IRL,SYC,84.0
IRL,SYR,32.0
IRL,TCA,74.0
IRL,TTO,283.0
IRL,TUN,136.0
IRL,TUR,119.0
IRL,UKR,397.0
IRL,VCT,283.0
IRL,VNM,438.0
IRL,WLF,74.0
IRL,WSM,101.0
IRL,ZAF,136.0
IRL,ZWE,84.0
ITA,AIA,74.0
ITA,ALB,170.0
ITA,AND,39.0
ITA,ARM,299.0
ITA,ATG,283.0
ITA,BHS,283.0
ITA,BIH,196.0
ITA,BLZ,283.0
ITA,BMU,74.0
ITA,BRB,283.0
ITA,BWA,136.0
ITA,CAN,432.0
ITA,CHE,69.0
ITA,CHL,262.0
ITA,CIV,86.0
ITA,CMR,118.0
ITA,COL,355.0
ITA,COM,84.0
ITA,CRI,352.0
ITA,CYM,74.0
ITA,DMA,283.0
ITA,DOM,283.0
ITA,DZA,153.0
ITA,ECU,355.0
ITA,EGY,141.0
ITA,FJI,101.0
ITA,FRO,69.0
ITA,GBR,409.0
ITA,GEO,332.0
ITA,GHA,77.0
ITA,GRD,283.0
ITA,GRL,74.0
ITA,GTM,352.0
ITA,GUY,283.0
ITA,HND,352.0
ITA,HTI,283.0
ITA,ISL,182.0
ITA,ISR,135.0
ITA,JAM,283.0
ITA,JOR,169.0
ITA,JPN,422.0
ITA,KNA,283.0
ITA,KOR,344.0
ITA,LBN,106.0
ITA,LCA,283.0
ITA,LIE,182.0
ITA,LSO,136.0
ITA,LTU,152.0
ITA,LUX,167.0
ITA,LVA,152.0
ITA,MAR,131.0
ITA,MDA,358.0
ITA,MDG,84.0
ITA,MEX,104.0
ITA,MKD,157.0
ITA,MLT,152.0
ITA,MNE,182.0
ITA,MOZ,136.0
ITA,MSR,74.0
ITA,MUS,84.0
ITA,NAM,136.0
ITA,NCL,74.0
ITA,NIC,352.0
ITA,NLD,167.0
ITA,NOR,182.0
ITA,PAN,352.0
ITA,PCN,74.0
ITA,PER,355.0
ITA,PNG,101.0
ITA,POL,152.0
ITA,PRT,167.0
ITA,PSE,117.0
ITA,PYF,74.0
ITA,ROU,151.0
ITA,SGP,354.0
ITA,SLB,101.0
ITA,SLV,352.0
ITA,SMR,30.0
ITA,SPM,74.0
ITA,SRB,197.0
ITA,SUR,283.0
ITA,SVK,152.0
ITA,SVN,152.0
ITA,SWE,160.0
ITA,SWZ,136.0
ITA,SYC,84.0
ITA,SYR,32.0
ITA,TCA,74.0
ITA,TTO,283.0
ITA,TUN,136.0
ITA,TUR,119.0
ITA,UKR,397.0
ITA,VCT,283.0
ITA,VNM,438.0
ITA,WLF,74.0
ITA,WSM,101.0
ITA,ZAF,136.0
ITA,ZWE,84.0
LTU,AIA,74.0
LTU,ALB,170.0
LTU,AND,39.0
LTU,ARM,299.0
LTU,ATG,283.0
LTU,BHS,283.0
LTU,BIH,196.0
LTU,BLZ,283.0
LTU,BMU,74.0
LTU,BRB,283.0
LTU,BWA,136.0
LTU,CAN,432.0
LTU,CHE,69.0
LTU,CHL,262.0
LTU,CIV,86.0
LTU,CMR,118.0
LTU,COL,355.0
LTU,COM,84.0
LTU,CRI,352.0
LTU,CYM,74.0
LTU,DMA,283.0
LTU,DOM,283.0
LTU,DZA,153.0
LTU,ECU,355.0
LTU,EGY,141.0
LTU,FJI,101.0
LTU,FRO,69.0
LTU,GBR,409.0
LTU,GEO,332.0
LTU,GHA,77.0
LTU,GRD,283.0
LTU,GRL,74.0
LTU,GTM,352.0
LTU,GUY,283.0
LTU,HND,352.0
LTU,HTI,283.0
LTU,ISL,182.0
LTU,ISR,135.0
LTU,JAM,283.0
LTU,JOR,169.0
LTU,JPN,422.0
LTU,KNA,283.0
LTU,KOR,344.0
LTU,LBN,106.0
LTU,LCA,283.0
LTU,LIE,182.0
LTU,LSO,136.0
LTU,LUX,152.0
LTU,LVA,152.0
LTU,MAR,131.0
LTU,MDA,358.0
LTU,MDG,84.0
LTU,MEX,104.0
LTU,MKD,157.0
LTU,MLT,152.0
LTU,MNE,182.0
LTU,MOZ,136.0
LTU,MSR,74.0
LTU,MUS,84.0
LTU,NAM,136.0
LTU,NCL,74.0
LTU,NIC,352.0
LTU,NLD,152.0
LTU,NOR,182.0
LTU,PAN,352.0
LTU,PCN,74.0
LTU,PER,355.0
LTU,PNG,101.0
LTU,POL,152.0
LTU,PRT,152.0
LTU,PSE,117.0
LTU,PYF,74.0
LTU,ROU,151.0
LTU,SGP,354.0
LTU,SLB,101.0
LTU,SLV,352.0
LTU,SMR,30.0
LTU,SPM,74.0
LTU,SRB,197.0
LTU,SUR,283.0
LTU,SVK,152.0
LTU,SVN,152.0
LTU,SWE,152.0
LTU,SWZ,136.0
LTU,SYC,84.0
LTU,SYR,32.0
LTU,TCA,74.0
LTU,TTO,283.0
LTU,TUN,136.0
LTU,TUR,119.0
LTU,UKR,397.0
LTU,VCT,283.0
LTU,VNM,438.0
LTU,WLF,74.0
LTU,WSM,101.0
LTU,ZAF,136.0
LTU,ZWE,84.0
LUX,AIA,74.0
LUX,ALB,170.0
LUX,AND,39.0
LUX,ARM,299.0
LUX,ATG,283.0
LUX,BHS,283.0
LUX,BIH,196.0
LUX,BLZ,283.0
LUX,BMU,74.0
LUX,BRB,283.0
LUX,BWA,136.0
LUX,CAN,432.0
LUX,CHE,69.0
LUX,CHL,262.0
LUX,CIV,86.0
LUX,CMR,118.0
LUX,COL,355.0
LUX,COM,84.0
LUX,CRI,352.0
LUX,CYM,74.0
LUX,DMA,283.0
LUX,DOM,283.0
LUX,DZA,153.0
LUX,ECU,355.0
LUX,EGY,141.0
LUX,FJI,101.0
LUX,FRO,69.0
LUX,GBR,409.0
LUX,GEO,332.0
LUX,GHA,77.0
LUX,GRD,283.0
LUX,GRL,74.0
LUX,GTM,352.0
LUX,GUY,283.0
LUX,HND,352.0
LUX,HTI,283.0
LUX,ISL,182.0
LUX,ISR,135.0
LUX,JAM,283.0
LUX,JOR,169.0
LUX,JPN,422.0
LUX,KNA,283.0
LUX,KOR,344.0
LUX,LBN,106.0
LUX,LCA,283.0
LUX,LIE,182.0
LUX,LSO,136.0
LUX,LVA,152.0
LUX,MAR,131.0
LUX,MDA,358.0
LUX,MDG,84.0
LUX,MEX,104.0
LUX,MKD,157.0
LUX,MLT,152.0
LUX,MNE,182.0
LUX,MOZ,136.0
LUX,MSR,74.0
LUX,MUS,84.0
LUX,NAM,136.0
LUX,NCL,74.0
LUX,NIC,352.0
LUX,NLD,167.0
LUX,NOR,182.0
LUX,PAN,352.0
LUX,PCN,74.0
LUX,PER,355.0
LUX,PNG,101.0
LUX,POL,152.0
LUX,PRT,167.0
LUX,PSE,117.0
LUX,PYF,74.0
LUX,ROU,151.0
LUX,SGP,354.0
LUX,SLB,101.0
LUX,SLV,352.0
LUX,SMR,30.0
LUX,SPM,74.0
LUX,SRB,197.0
LUX,SUR,283.0
LUX,SVK,152.0
LUX,SVN,152.0
LUX,SWE,160.0
LUX,SWZ,136.0
LUX,SYC,84.0
LUX,SYR,32.0
LUX,TCA,74.0
LUX,TTO,283.0
LUX,TUN,136.0
LUX,TUR,119.0
LUX,UKR,397.0
LUX,VCT,283.0
LUX,VNM,438.0
LUX,WLF,74.0
LUX,WSM,101.0
LUX,ZAF,136.0
LUX,ZWE,84.0
LVA,AIA,74.0
LVA,ALB,170.0
LVA,AND,39.0
LVA,ARM,299.0
LVA,ATG,283.0
LVA,BHS,283.0
LVA,BIH,196.0
LVA,BLZ,283.0
LVA,BMU,74.0
LVA,BRB,283.0
LVA,BWA,136.0
LVA,CAN,432.0
LVA,CHE,69.0
LVA,CHL,262.0
LVA,CIV,86.0
LVA,CMR,118.0
LVA,COL,355.0
LVA,COM,84.0
LVA,CRI,352.0
LVA,CYM,74.0
LVA,DMA,283.0
LVA,DOM,283.0
LVA,DZA,153.0
LVA,ECU,355.0
LVA,EGY,141.0
LVA,FJI,101.0
LVA,FRO,69.0
LVA,GBR,409.0
LVA,GEO,332.0
LVA,GHA,77.0
LVA,GRD,283.0
LVA,GRL,74.0
LVA,GTM,352.0
LVA,GUY,283.0
LVA,HND,352.0
LVA,HTI,283.0
LVA,ISL,182.0
LVA,ISR,135.0
LVA,JAM,283.0
LVA,JOR,169.0
LVA,JPN,422.0
LVA,KNA,283.0
LVA,KOR,344.0
LVA,LBN,106.0
LVA,LCA,283.0
LVA,LIE,182.0
LVA,LSO,136.0
LVA,MAR,131.0
LVA,MDA,358.0
LVA,MDG,84.0
LVA,MEX,104.0
LVA,MKD,157.0
LVA,MLT,152.0
LVA,MNE,182.0
LVA,MOZ,136.0
LVA,MSR,74.0
LVA,MUS,84.0
LVA,NAM,136.0
LVA,NCL,74.0
LVA,NIC,352.0
LVA,NLD,152.0
LVA,NOR,182.0
LVA,PAN,352.0
LVA,PCN,74.0
LVA,PER,355.0
LVA,PNG,101.0
LVA,POL,152.0
LVA,PRT,152.0
LVA,PSE,117.0
LVA,PYF,74.0
LVA,ROU,151.0
LVA,SGP,354.0
LVA,SLB,101.0
LVA,SLV,352.0
LVA,SMR,30.0
LVA,SPM,74.0
LVA,SRB,197.0
LVA,SUR,283.0
LVA,SVK,152.0
LVA,SVN,152.0
LVA,SWE,152.0
LVA,SWZ,136.0
LVA,SYC,84.0
LVA,SYR,32.0
LVA,TCA,74.0
LVA,TTO,283.0
LVA,TUN,136.0
LVA,TUR,119.0
LVA,UKR,397.0
LVA,VCT,283.0
LVA,VNM,438.0
LVA,WLF,74.0
LVA,WSM,101.0
LVA,ZAF,136.0
LVA,ZWE,84.0
MLT,AIA,74.0
MLT,ALB,170.0
MLT,AND,39.0
MLT,ARM,299.0
MLT,ATG,283.0
MLT,BHS,283.0
MLT,BIH,196.0
MLT,BLZ,283.0
MLT,BMU,74.0
MLT,BRB,283.0
MLT,BWA,136.0
MLT,CAN,432.0
MLT,CHE,69.0
MLT,CHL,262.0
MLT,CIV,86.0
MLT,CMR,118.0
MLT,COL,355.0
MLT,COM,84.0
MLT,CRI,352.0
MLT,CYM,74.0
MLT,DMA,283.0
MLT,DOM,283.0
MLT,DZA,153.0
MLT,ECU,355.0
MLT,EGY,141.0
MLT,FJI,101.0
MLT,FRO,69.0
MLT,GBR,409.0
MLT,GEO,332.0
MLT,GHA,77.0
MLT,GRD,283.0
MLT,GRL,74.0
MLT,GTM,352.0
MLT,GUY,283.0
MLT,HND,352.0
MLT,HTI,283.0
MLT,ISL,182.0
MLT,ISR,135.0
MLT,JAM,283.0
MLT,JOR,169.0
MLT,JPN,422.0
MLT,KNA,283.0
MLT,KOR,344.0
MLT,LBN,106.0
MLT,LCA,283.0
MLT,LIE,182.0
MLT,LSO,136.0
MLT,MAR,131.0
MLT,MDA,358.0
MLT,MDG,84.0
MLT,MEX,104.0
MLT,MKD,157.0
MLT,MNE,182.0
MLT,MOZ,136.0
MLT,MSR,74.0
MLT,MUS,84.0
MLT,NAM,136.0
MLT,NCL,74.0
MLT,NIC,352.0
MLT,NLD,152.0
MLT,NOR,182.0
MLT,PAN,352.0
MLT,PCN,74.0
MLT,PER,355.0
MLT,PNG,101.0
MLT,POL,152.0
MLT,PRT,152.0
MLT,PSE,117.0
MLT,PYF,74.0
MLT,ROU,151.0
MLT,SGP,354.0
MLT,SLB,101.0
MLT,SLV,352.0
MLT,SMR,30.0
MLT,SPM,74.0
MLT,SRB,197.0
MLT,SUR,283.0
MLT,SVK,152.0
MLT,SVN,152.0
MLT,SWE,152.0
MLT,SWZ,136.0
MLT,SYC,84.0
MLT,SYR,32.0
MLT,TCA,74.0
MLT,TTO,283.0
MLT,TUN,136.0
MLT,TUR,119.0
MLT,UKR,397.0
MLT,VCT,283.0
MLT,VNM,438.0
MLT,WLF,74.0
MLT,WSM,101.0
MLT,ZAF,136.0
MLT,ZWE,84.0
NLD,AIA,74.0
NLD,ALB,170.0
NLD,AND,39.0
NLD,ARM,299.0
NLD,ATG,283.0
NLD,BHS,283.0
NLD,BIH,196.0
NLD,BLZ,283.0
NLD,BMU,74.0
NLD,BRB,283.0
NLD,BWA,136.0
NLD,CAN,432.0
NLD,CHE,69.0
NLD,CHL,262.0
NLD,CIV,86.0
NLD,CMR,118.0
NLD,COL,355.0
NLD,COM,84.0
NLD,CRI,352.0
NLD,CYM,74.0
NLD,DMA,283.0
NLD,DOM,283.0
NLD,DZA,153.0
NLD,ECU,355.0
NLD,EGY,141.0
NLD,FJI,101.0
NLD,FRO,69.0
NLD,GBR,409.0
NLD,GEO,332.0
NLD,GHA,77.0
NLD,GRD,283.0
NLD,GRL,74.0
NLD,GTM,352.0
NLD,GUY,283.0
NLD,HND,352.0
NLD,HTI,283.0
NLD,ISL,182.0
NLD,ISR,135.0
NLD,JAM,283.0
NLD,JOR,169.0
NLD,JPN,422.0
NLD,KNA,283.0
NLD,KOR,344.0
NLD,LBN,106.0
NLD,LCA,283.0
NLD,LIE,182.0
NLD,LSO,136.0
NLD,MAR,131.0
NLD,MDA,358.0
NLD,MDG,84.0
NLD,MEX,104.0
NLD,MKD,157.0
NLD,MNE,182.0
NLD,MOZ,136.0
NLD,MSR,74.0
NLD,MUS,84.0
NLD,NAM,136.0
NLD,NCL,74.0
NLD,NIC,352.0
NLD,NOR,182.0
NLD,PAN,352.0
NLD,PCN,74.0
NLD,PER,355.0
NLD,PNG,101.0
NLD,POL,152.0
NLD,PRT,167.0
NLD,PSE,117.0
NLD,PYF,74.0
NLD,ROU,151.0
NLD,SGP,354.0
NLD,SLB,101.0
NLD,SLV,352.0
NLD,SMR,30.0
NLD,SPM,74.0
NLD,SRB,197.0
NLD,SUR,283.0
NLD,SVK,152.0
NLD,SVN,152.0
NLD,SWE,160.0
NLD,SWZ,136.0
NLD,SYC,84.0
NLD,SYR,32.0
NLD,TCA,74.0
NLD,TTO,283.0
NLD,TUN,136.0
NLD,TUR,119.0
NLD,UKR,397.0
NLD,VCT,283.0
NLD,VNM,438.0
NLD,WLF,74.0
NLD,WSM,101.0
NLD,ZAF,136.0
NLD,ZWE,84.0
POL,AIA,74.0
POL,ALB,170.0
POL,AND,39.0
POL,ARM,299.0
POL,ATG,283.0
POL,BHS,283.0
POL,BIH,196.0
POL,BLZ,283.0
POL,BMU,74.0
POL,BRB,283.0
POL,BWA,136.0
POL,CAN,432.0
POL,CHE,69.0
POL,CHL,262.0
POL,CIV,86.0
POL,CMR,118.0
POL,COL,355.0
POL,COM,84.0
POL,CRI,352.0
POL,CYM,74.0
POL,DMA,283.0
POL,DOM,283.0
POL,DZA,153.0
POL,ECU,355.0
POL,EGY,141.0
POL,FJI,101.0
POL,FRO,69.0
POL,GBR,409.0
POL,GEO,332.0
POL,GHA,77.0
POL,GRD,283.0
POL,GRL,74.0
POL,GTM,352.0
POL,GUY,283.0
POL,HND,352.0
POL,HTI,283.0
POL,ISL,182.0
POL,ISR,135.0
POL,JAM,283.0
POL,JOR,169.0
POL,JPN,422.0
POL,KNA,283.0
POL,KOR,344.0
POL,LBN,106.0
POL,LCA,283.0
POL,LIE,182.0
POL,LSO,136.0
POL,MAR,131.0
POL,MDA,358.0
POL,MDG,84.0
POL,MEX,104.0
POL,MKD,157.0
POL,MNE,182.0
POL,MOZ,136.0
POL,MSR,74.0
POL,MUS,84.0
POL,NAM,136.0
POL,NCL,74.0
POL,NIC,352.0
POL,NOR,182.0
POL,PAN,352.0
POL,PCN,74.0
POL,PER,355.0
POL,PNG,101.0
POL,PRT,152.0
POL,PSE,117.0
POL,PYF,74.0
POL,ROU,151.0
POL,SGP,354.0
POL,SLB,101.0
POL,SLV,352.0
POL,SMR,30.0
POL,SPM,74.0
POL,SRB,197.0
POL,SUR,283.0
POL,SVK,152.0
POL,SVN,152.0
POL,SWE,152.0
POL,SWZ,136.0
POL,SYC,84.0
POL,SYR,32.0
POL,TCA,74.0
POL,TTO,283.0
POL,TUN,136.0
POL,TUR,119.0
POL,UKR,397.0
POL,VCT,283.0
POL,VNM,438.0
POL,WLF,74.0
POL,WSM,101.0
POL,ZAF,136.0
POL,ZWE,84.0
PRT,AIA,74.0
PRT,ALB,170.0
PRT,AND,39.0
PRT,ARM,299.0
PRT,ATG,283.0
PRT,BHS,283.0
PRT,BIH,196.0
PRT,BLZ,283.0
PRT,BMU,74.0
PRT,BRB,283.0
PRT,BWA,136.0
PRT,CAN,432.0
PRT,CHE,201.0
PRT,CHL,262.0
PRT,CIV,86.0
PRT,CMR,118.0
PRT,COL,355.0
PRT,COM,84.0
PRT,CRI,352.0
PRT,CYM,74.0
PRT,DMA,283.0
PRT,DOM,283.0
PRT,DZA,153.0
PRT,ECU,355.0
PRT,EGY,141.0
PRT,FJI,101.0
PRT,FRO,69.0
PRT,GBR,409.0
PRT,GEO,332.0
PRT,GHA,77.0
PRT,GRD,283.0
PRT,GRL,74.0
PRT,GTM,352.0
PRT,GUY,283.0
PRT,HND,352.0
PRT,HTI,283.0
PRT,ISL,201.0
PRT,ISR,135.0
PRT,JAM,283.0
PRT,JOR,169.0
PRT,JPN,422.0
PRT,KNA,283.0
PRT,KOR,344.0
PRT,LBN,106.0
PRT,LCA,283.0
PRT,LIE,182.0
PRT,LSO,136.0
PRT,MAR,131.0
PRT,MDA,358.0
PRT,MDG,84.0
PRT,MEX,104.0
PRT,MKD,157.0
PRT,MNE,182.0
PRT,MOZ,136.0
PRT,MSR,74.0
PRT,MUS,84.0
PRT,NAM,136.0
PRT,NCL,74.0
PRT,NIC,352.0
PRT,NOR,201.0
PRT,PAN,352.0
PRT,PCN,74.0
PRT,PER,355.0
PRT,PNG,101.0
PRT,PSE,117.0
